Compounds,Neg,Neu,Pos
0.5095,0,0.732,0.268
0.7964,0,0.679,0.321
0.949,0.079,0.757,0.164
-0.7003,0.392,0.608,0
-0.8428,0.297,0.624,0.079
-0.8715,0.182,0.747,0.071
0,0,1,0
0.1531,0.1,0.773,0.127
-0.5423,0.137,0.863,0
0.0701,0.149,0.724,0.127
0,0,1,0
-0.6436,0.305,0.695,0
-0.7845,0.255,0.678,0.068
0.2924,0,0.846,0.154
0.8062,0,0.553,0.447
-0.4019,0.213,0.787,0
0.7959,0,0.355,0.645
-0.25,0.201,0.672,0.127
0.25,0.085,0.806,0.108
0.8939,0,0.759,0.241
0.128,0.074,0.822,0.104
0,0,1,0
-0.8316,0.415,0.585,0
-0.5849,0.095,0.848,0.057
0.1759,0.167,0.634,0.199
0.4939,0.114,0.678,0.208
-0.1007,0.065,0.879,0.056
-0.3818,0.224,0.776,0
-0.3749,0.241,0.626,0.134
0,0,1,0
0.75,0.045,0.752,0.203
0,0,1,0
-0.7966,0.115,0.772,0.113
0.4753,0,0.66,0.34
-0.4767,0.162,0.838,0
0,0,1,0
0.4724,0,0.781,0.219
0,0,1,0
-0.296,0.121,0.879,0
0.7783,0.039,0.702,0.258
-0.4767,0.508,0.492,0
-0.7131,0.207,0.725,0.068
0.6597,0,0.769,0.231
-0.7841,0.22,0.78,0
0.4574,0.06,0.767,0.173
0.0772,0.109,0.769,0.121
0,0,1,0
-0.5742,0.239,0.638,0.123
-0.5957,0.111,0.889,0
-0.5423,0.108,0.892,0
0.4019,0,0.748,0.252
0.0772,0.218,0.606,0.176
0,0,1,0
-0.7243,0.356,0.644,0
0.6369,0,0.885,0.115
0,0,1,0
0.5562,0,0.358,0.642
0.7297,0.051,0.825,0.124
0,0,1,0
0.2323,0.09,0.785,0.126
0.5423,0,0.743,0.257
0.8074,0,0.61,0.39
0.7609,0,0.579,0.421
-0.8555,0.321,0.633,0.046
0,0,1,0
-0.5106,0.136,0.864,0
0.34,0.134,0.63,0.235
-0.7144,0.17,0.83,0
0.6956,0,0.465,0.535
0,0,1,0
0.2732,0.259,0.353,0.388
0.4404,0,0.828,0.172
0,0,1,0
-0.8527,0.231,0.64,0.129
-0.7935,0.337,0.583,0.08
0,0,1,0
0.9776,0.083,0.586,0.331
0,0,1,0
0,0,1,0
-0.5859,0.324,0.676,0
0,0.184,0.612,0.204
-0.3182,0.697,0.303,0
0.4404,0,0.707,0.293
-0.6641,0.153,0.847,0
0,0,1,0
-0.1531,0.144,0.745,0.112
-0.4404,0.225,0.775,0
0,0,1,0
0.8658,0,0.896,0.104
0,0,1,0
-0.7876,0.278,0.664,0.058
0.2732,0.174,0.459,0.367
0.4019,0.115,0.628,0.257
-0.7088,0.352,0.648,0
-0.6486,0.462,0.538,0
0,0,1,0
-0.5563,0.25,0.639,0.112
0,0,1,0
0.34,0,0.769,0.231
0,0,1,0
0,0,1,0
-0.3252,0.104,0.896,0
0.6249,0.163,0.37,0.467
0.765,0,0.842,0.158
0.3612,0,0.839,0.161
0,0,1,0
-0.4278,0.098,0.844,0.058
0,0,1,0
0.9667,0.082,0.6,0.318
-0.0521,0.221,0.574,0.205
0.4157,0,0.783,0.217
0.6739,0,0.644,0.356
0,0,1,0
0.8658,0,0.859,0.141
0.1531,0.129,0.706,0.165
-0.9068,0.314,0.585,0.101
-0.5106,0.623,0.377,0
-0.3964,0.155,0.753,0.091
0.2406,0.108,0.728,0.165
0.7003,0.173,0.398,0.429
0,0,1,0
0.4708,0.141,0.654,0.206
-0.5095,0.292,0.708,0
0.6739,0,0.726,0.274
0,0,1,0
0.7906,0,0.733,0.267
0.5106,0.068,0.83,0.102
0.128,0.17,0.629,0.201
-0.2185,0.142,0.773,0.085
-0.4019,0.31,0.69,0
-0.7096,0.434,0.566,0
0.8682,0,0.598,0.402
0.3593,0,0.953,0.047
0.6798,0,0.753,0.247
0,0,1,0
-0.5859,0.186,0.814,0
0,0.227,0.591,0.182
-0.4404,0.088,0.912,0
-0.0387,0.08,0.841,0.079
0.9246,0.028,0.853,0.12
0.2656,0.115,0.687,0.198
0,0,1,0
0.7345,0,0.795,0.205
0.2263,0,0.804,0.196
0.5316,0.1,0.74,0.161
0.5719,0,0.778,0.222
0,0,1,0
0.34,0,0.806,0.194
-0.1593,0.085,0.846,0.068
0.2732,0,0.9,0.1
0,0,1,0
0,0,1,0
0.2486,0.193,0.519,0.288
0,0.139,0.721,0.139
0.7906,0,0.814,0.186
0,0,1,0
0,0,1,0
0.5624,0.069,0.71,0.221
-0.8559,0.146,0.854,0
0.8687,0,0.719,0.281
0.5574,0.032,0.882,0.085
0,0,1,0
0.09,0.152,0.673,0.175
0.5859,0.196,0.268,0.536
0.5106,0,0.864,0.136
0.4404,0,0.734,0.266
-0.1431,0.115,0.791,0.094
0.5095,0,0.77,0.23
-0.4588,0.358,0.511,0.131
0,0,1,0
0,0,1,0
-0.7312,0.139,0.819,0.043
-0.3506,0.093,0.877,0.03
0,0,1,0
0.6369,0,0.741,0.259
-0.9703,0.3,0.7,0
0,0,1,0
0.555,0,0.456,0.544
-0.4278,0.069,0.931,0
0.1779,0.101,0.769,0.13
0.6369,0,0.811,0.189
0,0,1,0
-0.4215,0.23,0.656,0.115
0.1027,0.159,0.708,0.133
-0.6908,0.324,0.676,0
0,0,1,0
0.827,0.065,0.645,0.29
0.4404,0,0.674,0.326
-0.3204,0.052,0.948,0
0.1154,0,0.936,0.064
0.128,0,0.919,0.081
0.4019,0,0.526,0.474
-0.296,0.268,0.732,0
0.7003,0,0.746,0.254
-0.919,0.334,0.666,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.481,0.258,0.742,0
-0.3612,0.152,0.848,0
-0.7351,0.158,0.842,0
-0.3246,0.281,0.524,0.194
0,0,1,0
0.9337,0,0.644,0.356
-0.7672,0.254,0.682,0.064
0,0,1,0
-0.68,0.195,0.674,0.131
-0.9419,0.321,0.622,0.057
-0.5423,0.304,0.696,0
-0.4976,0.18,0.755,0.064
0.4588,0.085,0.792,0.124
0,0,1,0
0,0,1,0
0.7096,0,0.504,0.496
0.885,0.111,0.597,0.292
0.5994,0,0.698,0.302
0.4019,0.156,0.603,0.241
0.969,0,0.773,0.227
0,0,1,0
0.4228,0.072,0.799,0.129
0,0,1,0
-0.2244,0.189,0.681,0.13
0.5719,0,0.871,0.129
0.4588,0,0.842,0.158
0.4926,0,0.803,0.197
0.5423,0,0.571,0.429
-0.4404,0.094,0.906,0
0.296,0.185,0.545,0.27
0.5574,0.039,0.891,0.071
0.2263,0,0.968,0.032
-0.958,0.196,0.725,0.08
0.636,0,0.544,0.456
-0.5267,0.18,0.82,0
0,0,1,0
-0.1901,0.175,0.698,0.127
0.25,0.068,0.827,0.105
-0.0772,0.215,0.593,0.193
0.0498,0.1,0.798,0.103
0,0,1,0
0,0,1,0
0.0516,0.156,0.646,0.197
0,0,1,0
-0.5267,0.287,0.594,0.119
0,0,1,0
-0.2263,0.087,0.913,0
-0.6767,0.394,0.606,0
0,0,1,0
0.7003,0,0.547,0.453
0.0258,0,0.932,0.068
0,0,1,0
0.4215,0,0.763,0.237
0.6908,0,0.921,0.079
0,0,1,0
-0.2732,0.506,0.13,0.364
0.0772,0.242,0.497,0.261
-0.2732,0.13,0.87,0
-0.296,0.524,0.476,0
0.128,0,0.889,0.111
-0.5122,0.142,0.858,0
0,0,1,0
0.0258,0.075,0.849,0.076
0,0,1,0
0.2023,0,0.795,0.205
0,0,1,0
0,0,1,0
-0.1901,0.119,0.881,0
-0.1531,0.097,0.827,0.076
-0.4201,0.166,0.834,0
-0.5267,0.274,0.726,0
0,0,1,0
0,0,1,0
-0.2732,0.215,0.628,0.157
0,0,1,0
0.6908,0,0.826,0.174
-0.3313,0.177,0.823,0
0,0,1,0
0.8718,0,0.355,0.645
0,0,1,0
0.5837,0,0.442,0.558
-0.34,0.444,0.556,0
0.6755,0,0.835,0.165
0.8338,0,0.815,0.185
0.714,0,0.881,0.119
0.5106,0,0.645,0.355
-0.1531,0.19,0.652,0.158
0,0,1,0
0.9538,0.024,0.798,0.178
0.7906,0,0.632,0.368
0,0,1,0
0.3612,0,0.815,0.185
0.6597,0.021,0.928,0.05
0.3434,0.137,0.654,0.209
-0.5423,0.636,0.364,0
-0.5187,0.171,0.72,0.109
0.3976,0,0.771,0.229
-0.6908,0.178,0.773,0.049
0.8417,0.033,0.843,0.124
0.8787,0.034,0.766,0.199
0.9721,0.037,0.734,0.229
0,0,1,0
-0.0772,0.306,0.34,0.354
0.6369,0,0.625,0.375
0.9124,0,0.507,0.493
0.4215,0,0.811,0.189
0.5232,0.073,0.654,0.273
0.7783,0,0.473,0.527
-0.9486,0.152,0.811,0.038
-0.6739,0.347,0.505,0.148
0,0,1,0
0.1408,0.051,0.86,0.09
-0.0258,0.208,0.543,0.249
0.0258,0.09,0.816,0.094
0.1027,0,0.877,0.123
-0.7862,0.281,0.654,0.065
0.5187,0.035,0.885,0.08
-0.5267,0.162,0.838,0
0,0,1,0
0,0,1,0
0.8313,0.047,0.72,0.233
0.4215,0,0.588,0.412
0,0,1,0
0.25,0,0.867,0.133
-0.3182,0.166,0.719,0.115
0.3818,0,0.729,0.271
0.886,0,0.789,0.211
0.1901,0,0.889,0.111
0,0,1,0
0.8016,0,0.493,0.507
0.6808,0,0.92,0.08
0.1326,0.154,0.659,0.188
0,0,1,0
0.2023,0,0.948,0.052
0.4404,0,0.854,0.146
0,0,1,0
0.4019,0,0.816,0.184
0.7845,0,0.831,0.169
0,0,1,0
0.0772,0.083,0.825,0.092
0.0911,0.101,0.787,0.112
-0.5106,0.096,0.904,0
-0.47,0.062,0.938,0
0.5423,0,0.83,0.17
-0.5334,0.087,0.913,0
-0.765,0.207,0.793,0
0.4588,0,0.824,0.176
0,0,1,0
0.5106,0,0.798,0.202
-0.4023,0.403,0.597,0
-0.4215,0.149,0.851,0
-0.8193,0.161,0.807,0.032
0.4215,0,0.641,0.359
0.7284,0,0.61,0.39
0.4215,0,0.823,0.177
0,0,1,0
0,0,1,0
-0.5267,0.105,0.895,0
0.826,0,0.801,0.199
0,0,1,0
-0.1596,0.177,0.666,0.157
0,0,1,0
0.4404,0.081,0.744,0.175
0,0,1,0
-0.5719,0.528,0.244,0.228
0,0,1,0
-0.25,0.284,0.517,0.198
0.4404,0,0.818,0.182
-0.4215,0.483,0.517,0
0,0,1,0
0,0,1,0
0,0,1,0
0.2714,0,0.793,0.207
0,0,1,0
0.4215,0.059,0.806,0.134
-0.8135,0.113,0.825,0.061
0,0,1,0
0.4939,0,0.824,0.176
-0.2484,0.117,0.883,0
-0.7717,0.528,0.472,0
-0.9001,0.235,0.765,0
-0.5848,0.487,0.513,0
0.1027,0.345,0.273,0.382
0.1779,0.154,0.622,0.224
-0.5543,0.116,0.884,0
0.3009,0.055,0.842,0.102
0,0,1,0
-0.9001,0.333,0.667,0
-0.0129,0.316,0.372,0.312
0.8802,0,0.663,0.337
0.2732,0,0.704,0.296
0.8777,0,0.794,0.206
0.8718,0,0.529,0.471
0.5106,0,0.864,0.136
0.3612,0,0.894,0.106
-0.5423,0.412,0.588,0
0,0,1,0
0,0,1,0
0.4019,0,0.828,0.172
0.1496,0.128,0.774,0.098
0.9721,0.065,0.756,0.179
-0.6239,0.298,0.702,0
-0.34,0.138,0.862,0
0.4588,0,0.857,0.143
0.5719,0,0.791,0.209
-0.6872,0.362,0.638,0
0.9089,0,0.555,0.445
-0.1548,0.161,0.714,0.124
-0.8074,0.269,0.607,0.124
0,0,1,0
0.5562,0,0.805,0.195
0,0,1,0
-0.9309,0.19,0.744,0.066
0,0,1,0
-0.2732,0.105,0.83,0.065
-0.5106,0.292,0.708,0
0,0,1,0
0,0,1,0
0.2782,0.137,0.613,0.25
0.8795,0.068,0.622,0.311
0,0,1,0
0,0,1,0
-0.3182,0.21,0.637,0.153
0.504,0,0.839,0.161
-0.4019,0.144,0.856,0
0.0258,0,0.864,0.136
0.8471,0.028,0.815,0.156
0.7025,0,0.798,0.202
0.7131,0,0.892,0.108
-0.2449,0.115,0.77,0.115
0.4404,0,0.791,0.209
0.074,0.137,0.752,0.111
0.3484,0.045,0.877,0.078
-0.6448,0.239,0.618,0.143
0,0,1,0
0.2263,0.147,0.66,0.193
0.3612,0,0.762,0.238
0,0,1,0
-0.2023,0.25,0.595,0.155
0,0,1,0
0.7178,0.049,0.765,0.186
0.3182,0,0.796,0.204
0.5423,0.1,0.669,0.23
0.4215,0,0.588,0.412
-0.4019,0.197,0.803,0
0,0,1,0
0,0,1,0
0.4019,0,0.748,0.252
-0.5423,0.137,0.863,0
0.2023,0,0.87,0.13
0.4926,0,0.907,0.093
-0.8824,0.289,0.58,0.131
0,0,1,0
0.296,0,0.919,0.081
-0.7131,0.201,0.739,0.06
-0.1779,0.147,0.737,0.115
-0.6597,0.167,0.833,0
0.1974,0.172,0.556,0.271
0,0,1,0
0.5975,0.076,0.788,0.136
0,0,1,0
0.4647,0.077,0.809,0.113
0.5903,0.031,0.881,0.088
0,0,1,0
0.6249,0,0.862,0.138
0.1994,0.093,0.807,0.1
0.8603,0,0.724,0.276
0,0,1,0
0.296,0.093,0.704,0.204
0.6124,0,0.844,0.156
0,0,1,0
0,0,1,0
0.5842,0,0.821,0.179
-0.4939,0.225,0.775,0
0.8094,0.076,0.76,0.164
-0.1027,0.145,0.727,0.127
0.3818,0,0.729,0.271
-0.3802,0.075,0.925,0
0.4266,0.042,0.831,0.127
0.5994,0,0.672,0.328
-0.5423,0.368,0.632,0
0.4877,0,0.777,0.223
-0.8885,0.469,0.531,0
0,0,1,0
0.5267,0.137,0.583,0.279
0,0,1,0
0.3818,0.159,0.556,0.286
0,0,1,0
0,0,1,0
0,0,1,0
0.2942,0,0.82,0.18
0.4137,0.058,0.812,0.13
-0.5423,0.333,0.667,0
0,0,1,0
-0.1531,0.151,0.849,0
-0.2865,0.236,0.764,0
0,0,1,0
0.0869,0.159,0.712,0.129
0.5411,0,0.696,0.304
0.6249,0,0.494,0.506
0,0,1,0
-0.4753,0.114,0.886,0
-0.5106,0.303,0.552,0.145
0,0,1,0
0.5106,0,0.476,0.524
0,0,1,0
0,0,1,0
0.1779,0,0.702,0.298
0.4404,0,0.633,0.367
0,0,1,0
0.3182,0,0.723,0.277
-0.4416,0.133,0.867,0
-0.5267,0.459,0.541,0
0.5994,0,0.506,0.494
-0.296,0.167,0.833,0
0,0,1,0
0,0,1,0
0.7845,0,0.465,0.535
0,0,1,0
0.0824,0.134,0.726,0.14
0.0258,0.142,0.71,0.148
0,0,1,0
-0.6842,0.159,0.759,0.082
-0.802,0.406,0.594,0
0.5574,0,0.753,0.247
-0.25,0.2,0.8,0
0.5983,0,0.754,0.246
-0.4215,0.359,0.641,0
0.5719,0,0.575,0.425
0,0,1,0
0.5707,0,0.52,0.48
0.7177,0,0.5,0.5
-0.2097,0.089,0.851,0.06
0.6597,0,0.722,0.278
0,0,1,0
0.296,0.065,0.79,0.144
0.5594,0.08,0.815,0.105
0,0,1,0
0,0,1,0
0.5574,0,0.805,0.195
0,0,1,0
0,0,1,0
-0.7783,0.576,0.424,0
0,0,1,0
0.34,0.125,0.625,0.25
0.1073,0.156,0.602,0.242
-0.1027,0.113,0.887,0
-0.296,0.064,0.936,0
0,0,1,0
0.2263,0.205,0.513,0.282
-0.4767,0.226,0.681,0.094
0.2982,0,0.922,0.078
0.1655,0.11,0.748,0.142
-0.743,0.27,0.73,0
0.7684,0.029,0.852,0.119
0.4404,0,0.828,0.172
-0.8742,0.097,0.903,0
0.8926,0.086,0.776,0.138
0.7088,0,0.651,0.349
-0.5423,0.2,0.8,0
0,0,1,0
0,0,1,0
0.4019,0,0.69,0.31
0,0,1,0
-0.3395,0.183,0.719,0.097
0.5255,0,0.834,0.166
-0.5106,0.355,0.645,0
0.3818,0.04,0.876,0.085
-0.8388,0.249,0.751,0
-0.8176,0.343,0.59,0.066
-0.4019,0.088,0.912,0
0.5622,0,0.712,0.288
0.97,0.068,0.749,0.183
0.9168,0,0.608,0.392
0.5859,0.043,0.836,0.121
0,0,1,0
0.765,0,0.68,0.32
0.4019,0,0.909,0.091
0.4215,0,0.851,0.149
0.4019,0,0.816,0.184
0.6476,0,0.799,0.201
-0.5536,0.159,0.723,0.118
-0.4682,0.276,0.724,0
-0.6249,0.161,0.79,0.049
0.7364,0.046,0.799,0.156
0.948,0,0.889,0.111
0,0,1,0
-0.34,0.15,0.75,0.1
0.802,0,0.631,0.369
0.3612,0,0.615,0.385
0,0,1,0
-0.3788,0.246,0.603,0.151
-0.8442,0.201,0.754,0.044
0.6103,0,0.898,0.102
0.3182,0.149,0.629,0.223
-0.1531,0.172,0.686,0.142
-0.3818,0.178,0.822,0
-0.8926,0.4,0.6,0
-0.4939,0.348,0.506,0.146
0.7133,0,0.686,0.314
0.6154,0.066,0.762,0.172
0,0,1,0
0.9692,0.085,0.68,0.235
0.3937,0.098,0.796,0.106
0.2918,0.036,0.911,0.053
0.7893,0.022,0.83,0.148
0.4019,0,0.934,0.066
0.6124,0,0.914,0.086
0,0,1,0
0,0,1,0
0.4003,0,0.709,0.291
-0.6077,0.389,0.44,0.171
0.6353,0.088,0.785,0.127
0,0,1,0
0,0,1,0
0.6818,0.035,0.854,0.111
0,0,1,0
-0.3626,0.186,0.814,0
0.9461,0.059,0.735,0.207
0.296,0,0.694,0.306
0,0,1,0
-0.6124,0.4,0.6,0
-0.34,0.231,0.769,0
0.6267,0.031,0.89,0.078
-0.3818,0.157,0.843,0
0.3816,0.088,0.781,0.131
0.5569,0,0.728,0.272
-0.7981,0.217,0.728,0.055
-0.4404,0.592,0.408,0
-0.1531,0.138,0.862,0
-0.3497,0.106,0.852,0.043
0.2838,0,0.918,0.082
-0.7783,0.263,0.67,0.067
-0.3919,0.076,0.924,0
0.1326,0,0.879,0.121
0.3612,0,0.909,0.091
-0.5574,0.286,0.714,0
-0.8316,0.181,0.794,0.026
0,0,1,0
0.0772,0,0.902,0.098
0.7422,0.04,0.783,0.177
-0.5379,0.472,0.528,0
-0.5994,0.208,0.703,0.089
-0.3218,0.178,0.693,0.129
0,0,1,0
0.4215,0,0.847,0.153
-0.4404,0.139,0.861,0
0.7739,0,0.738,0.262
-0.4574,0.158,0.842,0
-0.9768,0.229,0.713,0.058
0.79,0,0.556,0.444
-0.4341,0.078,0.922,0
-0.4019,0.076,0.924,0
0.4129,0.06,0.86,0.079
0,0,1,0
-0.4404,0.367,0.633,0
0,0,1,0
-0.34,0.094,0.906,0
0.6523,0,0.874,0.126
-0.1027,0.192,0.64,0.169
0.5719,0.054,0.856,0.089
-0.3612,0.455,0.545,0
0.7184,0,0.647,0.353
0,0,1,0
0,0,1,0
0.4019,0,0.87,0.13
0.9599,0.069,0.68,0.252
0,0,1,0
-0.3947,0.195,0.805,0
0.4019,0,0.816,0.184
-0.1779,0.313,0.435,0.252
0,0,1,0
0,0,1,0
0.0129,0.281,0.403,0.316
0.1813,0.07,0.848,0.082
-0.6083,0.398,0.602,0
0,0,1,0
0.296,0.074,0.737,0.189
0,0,1,0
-0.5849,0.171,0.721,0.108
0,0,1,0
-0.3172,0.108,0.811,0.081
-0.9079,0.211,0.737,0.051
0.0258,0,0.952,0.048
0,0,1,0
0.7964,0,0.693,0.307
0.4019,0,0.787,0.213
0.6468,0,0.539,0.461
0,0,1,0
0.7251,0,0.791,0.209
0.7469,0,0.784,0.216
0.5904,0,0.807,0.193
-0.7093,0.155,0.731,0.114
0.5499,0.042,0.795,0.163
0,0,1,0
0.7096,0,0.651,0.349
0.5994,0,0.837,0.163
0.5994,0,0.769,0.231
-0.3818,0.464,0.536,0
0.75,0,0.783,0.217
0.4215,0,0.843,0.157
0,0,1,0
0,0,1,0
0.4939,0,0.826,0.174
0,0,1,0
0,0,1,0
-0.1779,0.108,0.892,0
0,0,1,0
-0.7964,0.288,0.712,0
0,0,1,0
0,0,1,0
0.6808,0.094,0.612,0.295
0.7082,0,0.405,0.595
0,0,1,0
0,0,1,0
-0.6688,0.818,0.182,0
0.2023,0.196,0.536,0.268
-0.6174,0.192,0.808,0
0.4215,0,0.811,0.189
0.1531,0.041,0.905,0.053
0.7424,0,0.827,0.173
0.3382,0,0.626,0.374
0,0,1,0
0.4696,0.078,0.754,0.167
0,0,1,0
0.2023,0,0.735,0.265
-0.1759,0.195,0.805,0
-0.4404,0.42,0.58,0
-0.1531,0.167,0.833,0
0,0,1,0
0.6249,0,0.638,0.362
-0.6486,0.261,0.662,0.077
0,0,1,0
0.4215,0,0.763,0.237
0,0,1,0
0.126,0.136,0.704,0.16
0.34,0,0.806,0.194
0.3612,0,0.828,0.172
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.7096,0.424,0.576,0
-0.6486,0.279,0.642,0.079
-0.5817,0.16,0.84,0
0,0,1,0
-0.6808,0.479,0.521,0
0,0,1,0
0.2263,0,0.759,0.241
0.4939,0.129,0.562,0.309
-0.5423,0.226,0.774,0
0,0,1,0
0.5106,0,0.645,0.355
-0.1109,0.176,0.68,0.144
0,0,1,0
0,0,1,0
-0.4019,0.109,0.891,0
-0.4588,0.235,0.765,0
-0.7363,0.253,0.65,0.097
-0.8294,0.66,0.34,0
0.7536,0,0.446,0.554
0.5267,0,0.839,0.161
-0.3182,0.277,0.723,0
0.3182,0,0.753,0.247
0,0,1,0
0,0,1,0
-0.7579,0.405,0.595,0
0.4939,0,0.789,0.211
0.5994,0,0.902,0.098
0.8631,0,0.78,0.22
0,0,1,0
-0.5574,0.194,0.806,0
-0.7297,0.38,0.62,0
-0.3818,0.175,0.714,0.111
0,0,1,0
0.3612,0,0.918,0.082
-0.7964,0.254,0.667,0.079
-0.2732,0.231,0.769,0
0.4515,0,0.788,0.212
-0.1761,0.309,0.443,0.248
0.4329,0,0.856,0.144
0,0,1,0
0.3612,0,0.848,0.152
0.4767,0,0.785,0.215
-0.3182,0.145,0.769,0.086
-0.4588,0.143,0.857,0
0.6808,0,0.772,0.228
0.9489,0.101,0.713,0.185
0,0,1,0
-0.0956,0.209,0.553,0.238
-0.5574,0.34,0.66,0
0.2406,0,0.921,0.079
0.6553,0.089,0.637,0.274
0.5719,0,0.879,0.121
0.2404,0.139,0.657,0.204
-0.5294,0.255,0.745,0
-0.296,0.121,0.879,0
0.8771,0.067,0.775,0.158
0.5646,0.256,0.447,0.297
0.0258,0.082,0.817,0.101
0.765,0,0.742,0.258
0,0,1,0
0.5859,0,0.759,0.241
0.9136,0.085,0.692,0.223
0.5974,0,0.563,0.437
-0.7269,0.129,0.845,0.026
0.5719,0.085,0.785,0.131
0.6597,0.084,0.764,0.152
-0.5423,0.368,0.632,0
-0.4939,0.677,0.323,0
0.4795,0,0.762,0.238
0.4574,0,0.667,0.333
0.8316,0,0.658,0.342
-0.6595,0.375,0.625,0
0.9577,0.064,0.735,0.202
0,0,1,0
0,0,1,0
0.7875,0.031,0.854,0.115
0,0,1,0
0.3111,0,0.688,0.312
0,0,1,0
0.6369,0,0.781,0.219
0,0,1,0
0,0,1,0
0.5994,0,0.606,0.394
0.2566,0.097,0.753,0.15
0.296,0.083,0.759,0.159
0,0,1,0
0.4404,0,0.805,0.195
-0.7858,0.162,0.769,0.068
-0.6997,0.162,0.838,0
0.2263,0,0.924,0.076
-0.7351,0.286,0.714,0
0.8127,0.051,0.824,0.125
0.5399,0,0.928,0.072
0.5719,0,0.764,0.236
0.6767,0,0.949,0.051
0,0,1,0
-0.296,0.196,0.804,0
-0.1531,0.03,0.97,0
-0.25,0.175,0.7,0.125
0,0,1,0
0,0,1,0
0.8732,0,0.764,0.236
0.8218,0.023,0.833,0.144
-0.1027,0.104,0.896,0
-0.5106,0.155,0.845,0
0.3237,0.075,0.836,0.09
0,0,1,0
0,0,1,0
-0.6714,0.165,0.795,0.04
0,0,1,0
-0.3182,0.091,0.909,0
0,0,1,0
0.2359,0.075,0.817,0.108
0.6124,0.047,0.769,0.184
0,0,1,0
-0.296,0.063,0.897,0.04
0.6808,0,0.823,0.177
-0.34,0.231,0.769,0
0.4404,0.062,0.808,0.131
0.7184,0.082,0.697,0.221
0.4291,0.022,0.899,0.078
0,0,1,0
0,0,1,0
0.2732,0,0.588,0.412
0.128,0.327,0.198,0.475
-0.25,0.1,0.9,0
0,0,1,0
0.7717,0,0.645,0.355
-0.4767,0.22,0.78,0
0.2033,0,0.795,0.205
0,0,1,0
0,0,1,0
0,0.111,0.779,0.111
0.6767,0.037,0.823,0.141
-0.7319,0.235,0.765,0
-0.8173,0.395,0.605,0
-0.128,0.219,0.596,0.185
-0.0516,0.066,0.934,0
-0.6597,0.272,0.669,0.059
-0.2732,0.189,0.811,0
-0.25,0.318,0.455,0.227
-0.3182,0.414,0.303,0.283
-0.2732,0.208,0.792,0
0.3916,0,0.654,0.346
-0.4708,0.122,0.811,0.066
0.1513,0.066,0.845,0.088
0,0,1,0
0.5574,0,0.769,0.231
0,0,1,0
0.4061,0.05,0.847,0.103
0.5719,0,0.761,0.239
0,0,1,0
0,0,1,0
-0.2263,0.174,0.826,0
0,0,1,0
0,0,1,0
-0.1531,0.397,0.294,0.309
0.6204,0,0.734,0.266
0.3276,0.079,0.809,0.112
0.6381,0.013,0.917,0.069
0,0,1,0
0.7631,0.095,0.673,0.232
-0.5556,0.187,0.813,0
0.3156,0.051,0.852,0.097
-0.296,0.201,0.701,0.098
0.4601,0.15,0.614,0.235
-0.2732,0.1,0.9,0
0.1779,0.076,0.808,0.115
0.6486,0,0.751,0.249
0.3612,0,0.762,0.238
0.2903,0.148,0.68,0.172
0,0,1,0
-0.1027,0.125,0.729,0.146
0.75,0.121,0.508,0.371
0.3612,0,0.615,0.385
-0.0258,0.13,0.727,0.144
0.3094,0.038,0.885,0.076
0,0,1,0
-0.3182,0.173,0.827,0
-0.1984,0.151,0.849,0
0.7644,0.085,0.714,0.2
-0.1779,0.195,0.805,0
-0.3182,0.141,0.859,0
-0.7754,0.397,0.533,0.07
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.1531,0.348,0.652,0
-0.0763,0.039,0.928,0.033
0.8176,0,0.516,0.484
0.0258,0.215,0.561,0.224
0.5837,0.046,0.764,0.19
0.2523,0,0.931,0.069
-0.3818,0.307,0.568,0.125
0,0,1,0
0.4404,0.166,0.491,0.344
0.6858,0,0.836,0.164
0.5423,0,0.809,0.191
0,0,1,0
0.5514,0,0.737,0.263
0.4696,0,0.931,0.069
0.1779,0.081,0.812,0.107
0.2732,0,0.704,0.296
0.4404,0,0.633,0.367
0,0,1,0
0.7865,0,0.366,0.634
0.4404,0,0.805,0.195
-0.1761,0.115,0.885,0
0.1979,0.054,0.877,0.069
0.7528,0,0.866,0.134
0,0,1,0
0.3736,0.074,0.825,0.101
-0.3818,0.342,0.658,0
-0.4939,0.262,0.738,0
-0.9399,0.264,0.618,0.118
0.6786,0,0.872,0.128
0,0,1,0
0.4215,0,0.859,0.141
-0.5423,0.189,0.811,0
-0.298,0.088,0.859,0.053
0.8316,0,0.709,0.291
-0.4515,0.372,0.628,0
0.4329,0,0.583,0.417
0,0,1,0
-0.7213,0.335,0.665,0
0.1759,0.093,0.805,0.102
0,0,1,0
-0.4215,0.137,0.793,0.07
0,0,1,0
0,0,1,0
0.6249,0,0.683,0.317
0.7269,0,0.496,0.504
-0.25,0.143,0.857,0
0.296,0,0.936,0.064
0.178,0.164,0.627,0.209
0.4588,0,0.667,0.333
0,0,1,0
0,0,1,0
0.6585,0.16,0.571,0.269
0.5719,0,0.885,0.115
0.2732,0.141,0.606,0.253
0.4588,0,0.7,0.3
0,0,1,0
0.5212,0,0.851,0.149
0.4019,0,0.426,0.574
0,0,1,0
0.8072,0,0.552,0.448
0.5994,0,0.766,0.234
0,0,1,0
