Compounds,Neg,Neu,Pos
-0.5994,0.12,0.88,0
0.7579,0.03,0.85,0.119
0.4939,0,0.484,0.516
0.4767,0.131,0.656,0.213
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4588,0,0.902,0.098
0,0,1,0
0.4588,0,0.91,0.09
0,0,1,0
0.3818,0,0.912,0.088
0.9118,0,0.507,0.493
0.2263,0,0.847,0.153
0,0,1,0
0.6322,0,0.699,0.301
0,0,1,0
-0.4404,0.371,0.44,0.189
0.5423,0.047,0.801,0.151
0.6621,0.02,0.852,0.129
0,0,1,0
0,0,1,0
0.6966,0,0.758,0.242
0,0,1,0
0.8608,0.011,0.886,0.103
0.3182,0,0.867,0.133
-0.3699,0.118,0.882,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.8968,0,0.637,0.363
0.4404,0,0.508,0.492
0.1139,0,0.926,0.074
0.7959,0,0.608,0.392
-0.5859,0.128,0.808,0.064
0.6369,0,0.84,0.16
0.4019,0,0.649,0.351
0.6124,0.056,0.726,0.218
0,0,1,0
0.2254,0.165,0.526,0.308
0.0516,0.112,0.765,0.122
-0.296,0.128,0.872,0
0.7845,0,0.504,0.496
-0.0516,0.382,0.263,0.355
0.296,0,0.694,0.306
0,0,1,0
0,0,1,0
0,0,1,0
0.4404,0,0.734,0.266
0.4019,0,0.526,0.474
0.25,0.076,0.804,0.121
-0.3822,0.161,0.759,0.079
0.4329,0,0.737,0.263
0,0,1,0
0,0,1,0
0,0.061,0.878,0.061
0,0,1,0
0.4404,0,0.791,0.209
-0.2755,0.413,0.587,0
-0.3447,0.061,0.939,0
-0.4097,0.15,0.712,0.137
0.8402,0,0.2,0.8
-0.7096,0.276,0.635,0.089
0.3612,0,0.783,0.217
0.4019,0,0.597,0.403
0.4019,0,0.748,0.252
0.4019,0,0,1
0.2144,0,0.791,0.209
0.34,0,0.897,0.103
0,0,1,0
-0.6808,0.187,0.813,0
0.7003,0,0.58,0.42
0.7713,0,0.722,0.278
0,0,1,0
0.6486,0,0.485,0.515
0.5719,0,0.764,0.236
-0.1511,0.117,0.883,0
0.2828,0,0.894,0.106
0.3612,0,0.8,0.2
0.4215,0,0.417,0.583
0.5106,0.037,0.84,0.123
0.4404,0,0.734,0.266
-0.6249,0.505,0.495,0
-0.3082,0.147,0.761,0.092
-0.5106,0.191,0.809,0
0.6652,0,0.814,0.186
0.6249,0,0.594,0.406
-0.296,1,0,0
0,0,1,0
0,0,1,0
0,0,1,0
0.7351,0.097,0.687,0.216
0.9485,0,0.686,0.314
0,0,1,0
0.0258,0.201,0.618,0.181
0,0,1,0
0,0,1,0
0.5423,0,0.471,0.529
0.34,0,0.745,0.255
0.4588,0,0.925,0.075
0.2641,0.094,0.803,0.103
-0.3235,0.186,0.635,0.179
0.3182,0,0.635,0.365
0,0,1,0
0,0,1,0
0.4019,0,0,1
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.6249,0.231,0.769,0
0.6486,0,0.569,0.431
0.1499,0.125,0.763,0.112
0.2144,0.072,0.783,0.145
-0.3818,0.126,0.874,0
0.5023,0,0.831,0.169
-0.4389,0.354,0.497,0.149
0,0,1,0
0.0772,0,0.909,0.091
0,0,1,0
0.3326,0.083,0.794,0.122
-0.296,0.144,0.773,0.082
0.7351,0,0.563,0.437
0.6908,0,0.345,0.655
0,0,1,0
0.9348,0.033,0.714,0.252
0,0,1,0
-0.1263,0.06,0.891,0.048
0,0,1,0
0.5423,0.189,0.378,0.432
-0.7125,0.283,0.717,0
0,0,1,0
0.802,0,0.661,0.339
0.7674,0,0.615,0.385
0.4215,0,0.517,0.483
0,0,1,0
0,0,1,0
0.6597,0,0.69,0.31
0.3182,0,0.948,0.052
0,0,1,0
0.5766,0,0.388,0.612
0.4374,0,0.634,0.366
0.4019,0,0,1
0.3818,0,0.714,0.286
0,0,1,0
0,0,1,0
-0.0025,0.052,0.896,0.052
0.3036,0.095,0.74,0.165
0.5574,0,0,1
0,0,1,0
0.34,0,0.923,0.077
-0.3818,0.464,0.536,0
0,0,1,0
-0.3818,0.342,0.658,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.2023,0,0.526,0.474
0,0,1,0
0,0,1,0
0.9538,0.024,0.742,0.234
0,0,1,0
0.1027,0,0.94,0.06
0.6705,0,0.814,0.186
0.5859,0,0.172,0.828
-0.6059,0.129,0.796,0.075
-0.2732,0.296,0.704,0
-0.8271,0.199,0.801,0
0,0,1,0
0.6369,0,0.826,0.174
-0.1027,0.412,0.588,0
-0.0516,0.318,0.413,0.269
0.444,0.041,0.864,0.095
-0.2732,0.091,0.909,0
0.1531,0,0.862,0.138
0.4588,0,0.75,0.25
0.6808,0,0.789,0.211
0.4019,0,0.69,0.31
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4675,0,0.712,0.288
-0.3182,0.187,0.813,0
-0.3182,0.195,0.65,0.155
-0.2732,0.402,0.309,0.289
0.4939,0,0.89,0.11
0.1872,0.071,0.831,0.098
0.2846,0.092,0.791,0.116
-0.4215,0.078,0.922,0
0.2263,0.05,0.858,0.093
0,0,1,0
0.2382,0,0.943,0.057
-0.4278,0.11,0.89,0
0,0,1,0
0,0,1,0
0.296,0,0.845,0.155
0,0,1,0
0.1027,0.144,0.685,0.171
-0.4404,0.153,0.847,0
-0.296,0.216,0.784,0
-0.5994,0.126,0.874,0
0.3395,0.113,0.762,0.125
0,0,1,0
0.1531,0.132,0.677,0.192
0,0,1,0
0.2263,0,0.759,0.241
0.4404,0,0.934,0.066
0,0,1,0
0.7096,0,0.651,0.349
0.4019,0,0.27,0.73
0,0,1,0
0,0,1,0
-0.2263,0.322,0.678,0
-0.4939,0.129,0.814,0.057
0.4404,0,0.868,0.132
-0.4215,0.167,0.833,0
0.4497,0,0.859,0.141
0.1027,0.101,0.789,0.11
0.2057,0,0.524,0.476
0,0,1,0
0.4215,0,0.887,0.113
0,0,1,0
0,0,1,0
0.7553,0.022,0.856,0.122
0,0,1,0
0.4939,0,0.758,0.242
0.7045,0.12,0.693,0.188
0.4588,0,0.75,0.25
0,0,1,0
-0.296,0.109,0.891,0
0,0,1,0
0,0,1,0
0.8176,0,0.452,0.548
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.7184,0,0.844,0.156
0,0,1,0
-0.7175,0.147,0.805,0.049
0.6808,0.027,0.885,0.087
0,0,1,0
0.6542,0.025,0.876,0.1
0,0,1,0
0.4404,0,0.707,0.293
0.3412,0,0.915,0.085
0.34,0,0.806,0.194
0,0,1,0
-0.7992,0.309,0.691,0
0.6239,0.159,0.509,0.332
0,0,1,0
0.611,0,0.734,0.266
-0.305,0.138,0.862,0
0.6114,0,0.818,0.182
0.1655,0,0.829,0.171
0.6597,0,0.565,0.435
0.34,0,0.833,0.167
-0.2732,0.174,0.826,0
0.5423,0.075,0.752,0.173
0,0,1,0
0.5994,0,0.855,0.145
0.9796,0.047,0.803,0.15
0.3182,0,0.839,0.161
0,0,1,0
-0.1027,0.161,0.699,0.14
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3612,0,0.783,0.217
0,0,1,0
0.6908,0,0.749,0.251
0,0,1,0
0.7456,0,0.612,0.388
0.7456,0,0.612,0.388
0,0,1,0
-0.4019,0.059,0.941,0
0,0,1,0
0.2732,0,0.87,0.13
0.7964,0.055,0.816,0.129
0.4019,0,0.863,0.137
0.3094,0,0.896,0.104
0.4404,0,0.256,0.744
0.7528,0.069,0.793,0.138
0.4391,0.084,0.723,0.194
0,0,1,0
0.1779,0.156,0.638,0.206
0,0,1,0
-0.5859,0.559,0.441,0
0.6249,0,0.631,0.369
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4215,0,0.263,0.737
0,0,1,0
0,0,1,0
0.2732,0.266,0.402,0.331
0.5927,0,0.797,0.203
0,0,1,0
0.7096,0,0.789,0.211
0,0,1,0
0.8777,0.033,0.811,0.157
0,0,1,0
0,0,1,0
0,0,1,0
0.7964,0,0.679,0.321
0,0,1,0
0,0,1,0
0,0,1,0
0.296,0.109,0.641,0.25
0.7715,0.056,0.631,0.313
0.296,0.054,0.848,0.098
0.3724,0,0.61,0.39
0,0,1,0
0.0258,0,0.891,0.109
0,0,1,0
0.3591,0.141,0.65,0.209
0.3744,0.049,0.862,0.089
0.1531,0,0.789,0.211
0,0,1,0
0.5558,0.051,0.809,0.14
0.5574,0,0.854,0.146
0.6249,0,0.773,0.227
0.2263,0,0.909,0.091
0.6597,0,0.838,0.162
-0.34,0.211,0.789,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.8573,0.178,0.822,0
0,0,1,0
-0.296,0.239,0.761,0
0.39,0.075,0.831,0.095
0.2028,0.106,0.772,0.122
0,0,1,0
0,0,1,0
-0.0644,0.107,0.804,0.089
0,0,1,0
0,0,1,0
0,0,1,0
0.4588,0.122,0.64,0.238
-0.4019,0.184,0.816,0
0,0,1,0
0,0,1,0
-0.4588,0.225,0.688,0.087
0.4404,0,0.707,0.293
0,0,1,0
0.3612,0,0.615,0.385
0.5413,0,0.8,0.2
-0.2617,0.141,0.767,0.091
0,0,1,0
0.25,0.107,0.73,0.163
0,0,1,0
0.6124,0,0.778,0.222
0.4648,0,0.892,0.108
0,0,1,0
0,0,1,0
0.3182,0,0.784,0.216
0,0,1,0
0.2023,0.049,0.885,0.066
0.4588,0.05,0.791,0.158
0.6608,0,0.862,0.138
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.6369,0,0.809,0.191
0.85,0.023,0.829,0.147
-0.4559,0.199,0.801,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4754,0,0.774,0.226
-0.1531,0.078,0.922,0
-0.7887,0.367,0.633,0
0.4588,0,0.7,0.3
0.4404,0,0.508,0.492
0.7518,0,0.844,0.156
0,0,1,0
0.5842,0,0.799,0.201
0,0,1,0
0,0,1,0
0.4767,0,0.763,0.237
0.1027,0.057,0.874,0.068
0.5423,0.046,0.818,0.136
0,0,1,0
0,0,1,0
-0.368,0.177,0.71,0.113
0.5517,0,0.882,0.118
-0.25,0.115,0.824,0.06
0.8225,0,0.397,0.603
-0.4286,0.091,0.826,0.083
0,0,1,0
0.6249,0,0.733,0.267
-0.1531,0.11,0.89,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3818,0,0.435,0.565
0.296,0,0,1
0,0,1,0
0.3612,0,0.815,0.185
-0.1531,0.159,0.692,0.149
0,0,1,0
0,0,1,0
0,0,1,0
0.6249,0,0.196,0.804
0.2584,0,0.747,0.253
0.4215,0,0.417,0.583
-0.517,0.334,0.449,0.217
0,0,1,0
0,0,1,0
0.908,0,0.775,0.225
0,0,1,0
0,0,1,0
0.128,0,0.8,0.2
0,0,1,0
-0.0516,0.091,0.826,0.083
0.9744,0.021,0.829,0.15
0.7184,0,0.794,0.206
0.8442,0.045,0.823,0.133
0.4019,0,0.803,0.197
-0.4767,1,0,0
0,0,1,0
0.5574,0.076,0.652,0.272
0,0,1,0
0.4215,0,0,1
0.7351,0,0.842,0.158
0.9823,0.035,0.774,0.191
0,0,1,0
-0.4767,0.371,0.464,0.166
0,0,1,0
0,0,1,0
0.9694,0.017,0.776,0.207
0,0,1,0
0,0,1,0
0.0644,0.098,0.792,0.111
-0.2523,0.077,0.891,0.032
0,0,1,0
0.3182,0,0.887,0.113
0.3182,0,0.753,0.247
0.4019,0,0.426,0.574
-0.3818,0.191,0.809,0
0,0,1,0
0,0,1,0
-0.4588,0.126,0.776,0.098
0.8261,0.087,0.691,0.223
0.4215,0,0.588,0.412
0.2235,0,0.935,0.065
0.7269,0,0.247,0.753
0.6908,0,0.551,0.449
-0.0276,0.065,0.888,0.047
-0.357,0.554,0.446,0
0,0,1,0
-0.296,0.423,0.577,0
0.4404,0,0.734,0.266
0,0,1,0
-0.1027,0.167,0.833,0
0.2782,0.205,0.53,0.265
0.3182,0,0.685,0.315
0,0,1,0
0,0,1,0
0.7059,0,0.673,0.327
0,0,1,0
0,0,1,0
0.6249,0.083,0.573,0.344
0.1119,0.113,0.705,0.182
0,0,1,0
0,0,1,0
-0.296,1,0,0
0,0,1,0
0.34,0,0.676,0.324
0,0,1,0
0.4404,0,0.838,0.162
0,0,1,0
0,0,1,0
0,0,1,0
-0.126,0.124,0.769,0.107
0.631,0.095,0.698,0.206
0.7409,0.13,0.714,0.155
-0.6808,0.369,0.536,0.095
0,0,1,0
0,0,1,0
0,0,1,0
0.7213,0,0.399,0.601
-0.2185,0.147,0.767,0.086
0,0,1,0
0,0,1,0
0,0,1,0
-0.1779,0.025,0.975,0
0,0,1,0
0.4144,0,0.685,0.315
0,0,1,0
0,0,1,0
0,0,1,0
0.3382,0,0.845,0.155
0,0,1,0
0,0,1,0
0.514,0.072,0.709,0.219
0,0,1,0
0.6249,0,0.494,0.506
0,0,1,0
0.4939,0,0.833,0.167
0.0258,0,0.891,0.109
0.4023,0,0.425,0.575
0,0,1,0
0,0,1,0
0.4404,0,0.734,0.266
0.4939,0.078,0.797,0.125
0.6808,0,0.869,0.131
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.4404,0.744,0.256,0
0.4926,0,0.909,0.091
0.5859,0,0.172,0.828
0.4576,0,0.929,0.071
0,0,1,0
-0.1027,0.149,0.851,0
0,0,1,0
0,0,1,0
0.2263,0,0.924,0.076
-0.296,0.239,0.761,0
0.9186,0.045,0.584,0.37
0.5023,0,0.908,0.092
-0.3346,0.229,0.771,0
-0.2732,0.412,0.588,0
0.296,0,0.963,0.037
-0.0516,0.111,0.789,0.1
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.658,0.271,0.638,0.091
0.3182,0,0.566,0.434
0,0,1,0
-0.2411,0.07,0.93,0
0,0,1,0
0.8868,0,0.463,0.537
0,0,1,0
-0.0752,0.1,0.818,0.082
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.603,0.196,0.663,0.141
0,0,1,0
-0.8117,0.119,0.881,0
0,0,1,0
0,0,1,0
0,0,1,0
0.5106,0,0.233,0.767
0,0,1,0
-0.296,0.524,0.476,0
0,0,1,0
-0.8225,0.213,0.787,0
0,0,1,0
0.8176,0,0.727,0.273
0.4071,0.043,0.844,0.113
0,0,1,0
-0.4767,0.307,0.693,0
-0.6808,0.196,0.804,0
0.4019,0,0.816,0.184
0,0,1,0
0.5927,0,0.609,0.391
0,0,1,0
0.952,0,0.83,0.17
-0.1404,0.164,0.712,0.125
0,0,1,0
0.982,0.026,0.833,0.141
0,0,1,0
-0.296,0.121,0.879,0
0,0,1,0
0,0,1,0
0,0,1,0
0.2732,0,0.877,0.123
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.3612,0.294,0.706,0
0,0,1,0
0.4848,0.071,0.828,0.101
0.3182,0,0.813,0.187
0,0,1,0
0,0,1,0
-0.357,0.101,0.899,0
-0.5574,0.479,0.521,0
0,0,1,0
0,0,1,0
0.7717,0,0.812,0.188
-0.0516,0.048,0.952,0
-0.296,0.423,0.577,0
0.644,0,0.779,0.221
0,0,1,0
0,0,1,0
0,0,1,0
-0.3415,0.114,0.833,0.053
-0.8898,0.402,0.519,0.079
0,0,1,0
0.7531,0,0.737,0.263
0,0,1,0
0.4404,0,0.508,0.492
0,0,1,0
0,0,1,0
0.5204,0,0.868,0.132
0.4404,0,0.674,0.326
0.3612,0.144,0.683,0.173
0.8934,0,0.526,0.474
-0.8964,0.204,0.742,0.055
-0.3182,0.697,0.303,0
0.2023,0.078,0.817,0.105
0.765,0,0.515,0.485
0.4404,0,0.408,0.592
0.5106,0,0.68,0.32
-0.2656,0.158,0.732,0.11
0,0,1,0
0.3313,0.196,0.419,0.385
0.6597,0,0.625,0.375
0.4019,0,0.426,0.574
-0.1027,0.076,0.924,0
0.0689,0.078,0.822,0.1
-0.6369,0.321,0.679,0
-0.4767,0.091,0.909,0
-0.6124,0.135,0.865,0
0.7783,0,0.892,0.108
0,0,1,0
0.0772,0,0.956,0.044
-0.5574,0.231,0.769,0
-0.3818,0.085,0.915,0
0.0772,0.091,0.835,0.073
-0.0258,0.073,0.856,0.07
0.4215,0.057,0.813,0.13
0.2023,0,0.878,0.122
0,0,1,0
-0.296,1,0,0
0.5562,0.06,0.774,0.166
-0.296,1,0,0
0.4019,0,0.863,0.137
-0.3818,0.178,0.822,0
0,0,1,0
0.4019,0,0.87,0.13
-0.3612,0.238,0.762,0
0,0,1,0
0,0,1,0
0,0,1,0
0.0258,0,0.939,0.061
0,0,1,0
0,0,1,0
0.4404,0,0.408,0.592
0.0772,0,0.925,0.075
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.6249,0,0.76,0.24
-0.3291,0.056,0.944,0
0.5719,0,0.684,0.316
0.4019,0,0.803,0.197
-0.2732,0.1,0.827,0.073
0,0,1,0
-0.4459,0.3,0.566,0.134
0,0,1,0
-0.7184,1,0,0
0.4767,0,0.83,0.17
0,0,1,0
-0.8176,1,0,0
0,0,1,0
0.4019,0,0.803,0.197
-0.327,0.207,0.674,0.119
0.4754,0,0.618,0.382
0,0,1,0
0,0,1,0
0.9031,0,0.895,0.105
-0.204,0.122,0.878,0
0,0,1,0
-0.633,0.239,0.668,0.093
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.6908,0,0.769,0.231
-1,1,0,0
-0.5824,0.239,0.67,0.091
0,0,1,0
-0.1779,0.072,0.874,0.054
-0.5849,0.558,0.442,0
-0.8316,0.294,0.539,0.166
0.6633,0.186,0.384,0.43
0.6135,0.117,0.6,0.284
-0.4854,0.141,0.798,0.062
-0.7717,0.34,0.66,0
-0.7727,0.555,0.445,0
0.3182,0.222,0.419,0.359
-0.4389,0.325,0.675,0
0,0,1,0
0.5859,0,0.894,0.106
0.3022,0.094,0.763,0.143
0,0,1,0
0,0,1,0
0,0,1,0
0.5423,0.078,0.7,0.222
0.9481,0,0.852,0.148
0.8031,0.037,0.823,0.14
-0.296,0.306,0.694,0
0.4019,0,0.838,0.162
-0.5423,0.212,0.788,0
-0.1027,0.418,0.306,0.276
-0.9613,0.167,0.796,0.036
0,0,1,0
-0.7184,0.167,0.833,0
0.3818,0.108,0.736,0.157
0.2023,0,0.921,0.079
0.6369,0,0.877,0.123
0.7622,0,0.379,0.621
0,0,1,0
-0.6486,0.683,0.317,0
0,0,1,0
0.6996,0,0.784,0.216
0,0,1,0
0.4215,0,0.682,0.318
0.0772,0,0.874,0.126
0,0,1,0
0,0,1,0
-0.4767,0.383,0.617,0
-0.0387,0.12,0.791,0.089
0,0,1,0
0,0,1,0
0.3182,0,0.465,0.535
0.7845,0,0.303,0.697
0.1531,0,0.932,0.068
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.6249,0,0.579,0.421
0,0,1,0
0.8712,0.033,0.773,0.194
0,0,1,0
0,0,1,0
-0.1531,0.348,0.652,0
0.2263,0,0.872,0.128
0,0,1,0
0,0,1,0
0,0,1,0
0,0,0,0
0.3642,0.115,0.675,0.21
0,0,1,0
-0.3612,0.078,0.852,0.07
0,0,1,0
0.4215,0,0.763,0.237
0.5927,0,0.857,0.143
0.34,0,0.909,0.091
0.5267,0,0.746,0.254
0.5859,0,0.766,0.234
0,0,1,0
0,0,1,0
0.2382,0,0.907,0.093
0,0,1,0
0,0,1,0
0,0,1,0
0.4939,0,0.824,0.176
0,0,1,0
0,0,1,0
0.9735,0,0.544,0.456
0.6369,0,0.656,0.344
0.7684,0,0.751,0.249
0,0,1,0
0.4588,0,0.833,0.167
-0.2163,0.112,0.791,0.097
0,0,1,0
0,0,1,0
0,0,1,0
0.1363,0.272,0.48,0.247
-0.0772,0.2,0.621,0.179
0.296,0,0.916,0.084
0,0,1,0
0,0,1,0
0.4404,0,0.256,0.744
0.8993,0,0.728,0.272
0,0,1,0
-0.2023,0.474,0.526,0
0,0,1,0
0.296,0,0.934,0.066
0.5927,0.047,0.874,0.08
0.8442,0,0.817,0.183
0.3291,0,0.599,0.401
0,0,1,0
0.6369,0.062,0.688,0.25
0.2732,0.09,0.73,0.18
-0.128,0.126,0.773,0.101
0,0,1,0
-0.4019,0.078,0.922,0
0,0,1,0
0.25,0.118,0.706,0.176
0,0,1,0
0.8481,0.037,0.793,0.17
0,0,1,0
0.7469,0.06,0.809,0.131
0,0,1,0
0,0,1,0
-0.1027,0.112,0.794,0.093
0,0,1,0
0.2263,0,0.872,0.128
0.7783,0,0.847,0.153
0.4215,0,0.682,0.318
0.2593,0.126,0.631,0.243
-0.1136,0.052,0.887,0.061
0,0,1,0
0,0,1,0
0.1779,0.361,0.164,0.475
-0.1027,0.183,0.667,0.15
-0.5859,0.487,0.513,0
0.4215,0,0.641,0.359
0,0,1,0
-0.3919,0.221,0.632,0.147
0.7476,0,0.611,0.389
0,0,1,0
-0.5994,0.29,0.71,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4215,0,0.682,0.318
-0.3878,0.233,0.576,0.192
0,0,1,0
-0.7303,0.339,0.661,0
0,0,1,0
0.4939,0,0.714,0.286
0,0,1,0
0,0,1,0
-0.3818,1,0,0
0,0,1,0
0,0,1,0
0.5994,0.053,0.735,0.212
0.3455,0.025,0.916,0.059
0,0,1,0
0.4939,0,0.652,0.348
0,0,1,0
0.6295,0.13,0.465,0.405
-0.4019,0.094,0.906,0
-0.6249,0.227,0.773,0
0.802,0,0.635,0.365
0,0,1,0
0,0,1,0
0,0,1,0
0.5994,0,0.29,0.71
0,0,1,0
0.2584,0,0.873,0.127
0.7357,0.071,0.625,0.304
0,0,1,0
-0.296,0.355,0.645,0
0,0,1,0
0.7506,0,0.748,0.252
0,0,1,0
-0.5574,0.184,0.751,0.065
-0.2167,0.054,0.898,0.048
-0.6124,0.192,0.739,0.069
0.5233,0.05,0.806,0.144
0.2023,0.076,0.81,0.114
0,0,1,0
0.4215,0,0.517,0.483
0.504,0.124,0.695,0.182
0.3612,0,0.94,0.06
0.6249,0,0.854,0.146
0.5574,0,0.886,0.114
0,0,1,0
0.504,0,0.682,0.318
0.7845,0,0.533,0.467
0.6124,0,0.688,0.313
-0.628,0.508,0.492,0
0.0258,0,0.909,0.091
0.3384,0.145,0.555,0.3
0.4754,0,0.744,0.256
0.7783,0,0.747,0.253
-0.2732,0.189,0.686,0.126
0.7783,0,0.855,0.145
-0.2244,0.226,0.591,0.182
0.7717,0.114,0.48,0.406
-0.4588,0.426,0.368,0.206
0.8172,0,0.516,0.484
0.3182,0,0.887,0.113
0.3182,0.18,0.588,0.231
0.7537,0,0.719,0.281
0.7424,0,0.354,0.646
0.2263,0.065,0.833,0.101
-0.5574,0.375,0.625,0
0.0772,0,0.902,0.098
0.7003,0,0.633,0.367
0.4019,0,0.803,0.197
-0.5423,0.636,0.364,0
0,0,1,0
0.7902,0,0.637,0.363
0.4588,0,0.625,0.375
0.923,0.053,0.824,0.123
0.3182,0.147,0.612,0.241
0.2263,0,0.678,0.322
0,0,1,0
0.4939,0,0.916,0.084
0,0,1,0
-0.1779,0.05,0.95,0
0.34,0,0.532,0.468
-0.4588,0.397,0.411,0.192
0.0772,0,0.939,0.061
-0.2732,0.165,0.675,0.16
0.25,0.043,0.884,0.073
0.2363,0,0.959,0.041
-0.0869,0.066,0.934,0
0.34,0,0.806,0.194
0,0,1,0
0,0,1,0
-0.1027,0.306,0.486,0.208
-0.5859,0.559,0.441,0
-0.4404,0.396,0.403,0.201
0.3612,0,0.783,0.217
0,0,1,0
0.4926,0,0.825,0.175
0.2732,0,0.861,0.139
0,0.222,0.556,0.222
0.3182,0,0.753,0.247
0,0,1,0
0,0,1,0
0.5697,0.115,0.576,0.308
0,0,1,0
0.3182,0,0.813,0.187
0,0,1,0
0.296,0,0.885,0.115
0,0,1,0
0.7839,0,0.745,0.255
0,0,1,0
-0.3491,0.047,0.953,0
0.3612,0,0.783,0.217
0.6597,0,0.565,0.435
0.2263,0,0.725,0.275
0,0,1,0
0,0,1,0
0.528,0,0.763,0.237
0,0,1,0
0.4215,0,0.263,0.737
0.765,0,0.767,0.233
0.6249,0,0.494,0.506
-0.1027,0.057,0.943,0
0.5719,0,0.897,0.103
-0.3612,0.217,0.783,0
0.264,0,0.744,0.256
0,0,1,0
0.4019,0,0.828,0.172
0.5719,0,0.73,0.27
-0.2465,0.153,0.847,0
0,0,1,0
0,0,1,0
0.8519,0,0.518,0.482
0,0,1,0
-0.6633,0.388,0.612,0
0.128,0.222,0.505,0.273
0.1531,0,0.385,0.615
0.5963,0.028,0.896,0.077
0.4404,0,0.847,0.153
0.6798,0,0.867,0.133
0.836,0,0.403,0.597
0,0,1,0
0.2598,0.094,0.776,0.13
0.3724,0,0.54,0.46
-0.643,0.168,0.788,0.044
0.7034,0.306,0,0.694
0,0,1,0
-0.0772,0.212,0.596,0.192
0,0,1,0
-0.4767,0.256,0.744,0
0.4215,0,0.877,0.123
0.2023,0.047,0.871,0.081
0.1406,0,0.926,0.074
0.431,0.112,0.604,0.284
-0.296,0.524,0.476,0
0,0,1,0
0,0,1,0
-0.6619,0.218,0.782,0
0.7351,0,0.392,0.608
-0.1027,0.173,0.673,0.154
0.8271,0,0.726,0.274
0.5994,0,0.864,0.136
-0.5574,0.286,0.714,0
0.9298,0.028,0.695,0.277
-0.3009,0.18,0.725,0.095
0.9857,0,0.487,0.513
0.25,0.139,0.693,0.169
0.4404,0,0.508,0.492
0.8705,0.041,0.672,0.286
0.7269,0,0.53,0.47
0.4714,0,0.62,0.38
0.7506,0.048,0.792,0.16
0.9636,0.013,0.798,0.189
0.4215,0,0.641,0.359
0,0,1,0
0.7351,0.043,0.758,0.199
0,0,1,0
0.5106,0,0.829,0.171
-0.0516,0.057,0.867,0.076
0.7579,0,0.795,0.205
0,0,1,0
-0.0613,0.073,0.862,0.065
0,0,1,0
-0.6124,0.714,0.286,0
0.25,0,0.867,0.133
0,0,1,0
0.3818,0,0.854,0.146
0.631,0.084,0.717,0.199
0,0,1,0
-0.4404,0.153,0.847,0
0.8124,0.042,0.746,0.212
0.5994,0,0.849,0.151
0.3182,0.286,0.13,0.584
-0.34,0.124,0.876,0
0,0,1,0
0,0,1,0
0.1779,0.074,0.831,0.095
0.8449,0.046,0.678,0.275
-0.0202,0.173,0.657,0.17
0.0516,0.098,0.801,0.101
0,0,1,0
0.2235,0,0.827,0.173
0,0,1,0
0.1779,0.164,0.655,0.181
0.0018,0.088,0.787,0.125
0,0,1,0
0,0,1,0
-0.6728,0.229,0.607,0.164
0.4404,0,0.906,0.094
0.9191,0,0.143,0.857
-0.0516,0.067,0.871,0.062
0,0,1,0
-0.8176,0.395,0.605,0
0.4404,0,0.508,0.492
0,0,1,0
0,0,1,0
-0.6599,0.199,0.642,0.16
0.6166,0,0.427,0.573
0,0,1,0
0.7456,0,0.486,0.514
0.2263,0,0.924,0.076
0.802,0,0.796,0.204
0,0,1,0
0,0,1,0
0,0,1,0
0.4588,0,0.571,0.429
0,0,1,0
0,0,1,0
-0.34,0.118,0.882,0
-0.2263,0.187,0.696,0.117
0,0,1,0
0,0,1,0
-0.4404,0.172,0.828,0
-0.1531,0.177,0.677,0.146
0,0,1,0
0.1111,0.196,0.584,0.219
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.6249,0,0,1
0,0,1,0
0.3612,0,0.946,0.054
0.8457,0,0.675,0.325
-0.1513,0.109,0.793,0.099
0.4404,0,0.734,0.266
0.4404,0,0.633,0.367
-0.1531,0.138,0.862,0
0,0,1,0
