Compounds,Neg,Neu,Pos
0.4019,0,0.722,0.278
-0.4617,0.129,0.871,0
-0.5425,0.143,0.794,0.063
0,0,1,0
0.2263,0.04,0.891,0.069
-0.8758,0.401,0.599,0
0.2023,0.139,0.705,0.157
0,0,1,0
0,0,1,0
0.7351,0.11,0.63,0.259
-0.5815,0.35,0.65,0
-0.886,0.191,0.753,0.056
0.438,0,0.884,0.116
-0.296,0.155,0.845,0
0.4939,0,0.84,0.16
-0.3412,0.194,0.806,0
-0.2263,0.11,0.81,0.079
-0.6072,0.147,0.853,0
0.927,0.074,0.695,0.231
0.779,0,0.468,0.532
0.4588,0,0.921,0.079
0.8807,0,0.707,0.293
0.3412,0,0.714,0.286
0,0,1,0
0,0,1,0
0,0,1,0
-0.4019,0.109,0.891,0
0.4215,0,0.588,0.412
0.4194,0.118,0.651,0.231
0.4215,0.065,0.807,0.128
0.8416,0.053,0.773,0.174
0.7926,0,0.764,0.236
0.9135,0,0.738,0.262
0,0,1,0
-0.5927,0.074,0.926,0
0.3612,0,0.909,0.091
0.9022,0,0.759,0.241
-0.3291,0.085,0.853,0.062
-0.4194,0.105,0.822,0.073
0.4404,0,0.707,0.293
0.3612,0,0.667,0.333
-0.25,0.333,0.667,0
0,0,1,0
-0.4215,0.359,0.641,0
0,0,1,0
0.7003,0.099,0.523,0.378
0,0,1,0
-0.5362,0.159,0.717,0.123
0,0,1,0
0.5106,0,0.858,0.142
-0.4404,0.293,0.707,0
-0.3612,0.455,0.545,0
-0.4939,0.808,0.192,0
0.7096,0.063,0.733,0.204
-0.4939,0.444,0.556,0
-0.6204,0.297,0.703,0
-0.5719,0.198,0.802,0
0.2263,0,0.678,0.322
0.8442,0.08,0.692,0.228
0,0,1,0
-0.6808,0.181,0.729,0.09
-0.8074,0.589,0.31,0.101
0,0,1,0
-0.9604,0.236,0.764,0
0,0,1,0
0.6883,0.06,0.77,0.169
-0.296,0.688,0.313,0
-0.7784,0.245,0.755,0
-0.1613,0.105,0.814,0.081
-0.307,0.241,0.55,0.21
-0.5574,0.419,0.581,0
0,0,1,0
-0.4588,0.214,0.679,0.107
0,0,1,0
0.3818,0.18,0.57,0.25
0.296,0,0.694,0.306
0.5634,0.089,0.709,0.202
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.4939,0.189,0.811,0
0.8245,0.085,0.527,0.388
0,0,1,0
0,0,1,0
-0.481,0.221,0.779,0
0.7391,0.024,0.835,0.141
0,0,1,0
0.7778,0,0.786,0.214
0,0,1,0
0,0,1,0
-0.0083,0.088,0.826,0.086
-0.0387,0.066,0.873,0.061
0.4215,0,0.781,0.219
0,0,1,0
0,0,1,0
-0.3612,0.149,0.769,0.081
-0.4404,0.367,0.633,0
0,0,1,0
0.4404,0,0.791,0.209
0,0,1,0
0,0,1,0
-0.5423,0.241,0.759,0
0,0,1,0
-0.101,0.046,0.879,0.076
0,0,1,0
0.4062,0,0.648,0.352
0.4215,0,0.417,0.583
0,0,1,0
0,0,1,0
0,0,1,0
0.3612,0,0.667,0.333
0,0,1,0
0,0,1,0
0.34,0,0.821,0.179
0,0,1,0
0.4019,0,0.426,0.574
0.4898,0,0.791,0.209
-0.4019,0.172,0.828,0
0.8126,0.053,0.738,0.209
0.296,0,0.784,0.216
-0.1531,0.118,0.882,0
0,0,1,0
0,0,1,0
0.296,0,0.694,0.306
0,0,1,0
0.8954,0,0.79,0.21
0.5106,0,0.377,0.623
0.2263,0,0.913,0.087
0,0,1,0
0,0,1,0
-0.5574,0.34,0.66,0
0.5719,0,0.519,0.481
0,0,1,0
0,0,1,0
0,0,1,0
0.5093,0,0.708,0.292
-0.5267,0.093,0.907,0
0.3612,0,0.93,0.07
0,0,1,0
0,0,1,0
0,0,1,0
0.4019,0,0.722,0.278
0,0,1,0
0,0,1,0
-0.4019,0.474,0.526,0
-0.4404,0.326,0.674,0
0,0,1,0
-0.0422,0.254,0.445,0.301
0.4404,0,0.58,0.42
0.718,0,0.7,0.3
-0.4521,0.16,0.744,0.096
-0.6249,0.338,0.662,0
-0.357,0.453,0.547,0
-0.2023,0.153,0.725,0.122
0.4019,0,0.769,0.231
-0.5423,0.778,0.222,0
-0.5859,0.792,0.208,0
0,0,1,0
0.6222,0.043,0.771,0.186
-0.1027,0.318,0.682,0
0.4767,0,0.928,0.072
0,0,1,0
0,0,1,0
-0.6615,0.221,0.666,0.112
-0.5423,0.467,0.533,0
-0.6249,0.213,0.725,0.063
-0.4019,0.474,0.526,0
0.3612,0,0.8,0.2
0.3182,0.063,0.814,0.122
0,0,1,0
0,0,1,0
0.2732,0,0.488,0.512
0.3182,0,0.777,0.223
0.4753,0,0,1
-0.4021,0.3,0.532,0.168
0,0,1,0
0.4404,0,0.674,0.326
0,0,1,0
0.6369,0,0.634,0.366
0,0,1,0
-0.4019,0.415,0.37,0.215
-0.5859,0.144,0.792,0.065
-0.3182,0.223,0.777,0
0,0,1,0
0,0,1,0
0.3612,0,0.894,0.106
0.743,0.077,0.635,0.288
0,0,1,0
0.7964,0,0.717,0.283
0,0,1,0
-0.2732,0.147,0.853,0
0.7906,0,0.385,0.615
0.4404,0,0.408,0.592
-0.2732,0.174,0.826,0
0,0,1,0
0.4019,0.088,0.698,0.214
0,0,1,0
0.2023,0.15,0.643,0.207
0.1779,0.141,0.681,0.178
0,0,1,0
0.3612,0,0.762,0.238
0.5423,0,0.222,0.778
0,0,1,0
0.4215,0,0.853,0.147
0.6362,0.109,0.591,0.3
0.6641,0,0.821,0.179
-0.4696,0.185,0.726,0.088
0,0,1,0
0,0,1,0
0,0,1,0
0.4215,0,0.641,0.359
0,0,1,0
0.4926,0,0.842,0.158
-0.6249,0.242,0.758,0
-0.2732,0.057,0.943,0
0,0,1,0
0,0,1,0
-0.4697,0.108,0.79,0.102
0.3089,0,0.689,0.311
-0.765,0.209,0.791,0
0,0,1,0
0.2444,0.092,0.754,0.154
0,0,1,0
0,0,1,0
0,0,1,0
-0.4939,0.349,0.476,0.175
0,0,1,0
0.128,0.132,0.716,0.152
0.8126,0.018,0.872,0.109
0,0,1,0
0.9022,0,0.778,0.222
0,0,1,0
0.0772,0,0.843,0.157
0,0,1,0
0,0,1,0
0,0,1,0
0.296,0,0.872,0.128
-0.3182,0.223,0.777,0
-0.3182,0.697,0.303,0
0.3612,0,0.444,0.556
0.5994,0,0.824,0.176
-0.5994,0.259,0.741,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.296,0,0.833,0.167
0.296,0,0.919,0.081
0,0,1,0
-0.4404,0.266,0.734,0
0,0,1,0
0.7579,0,0.316,0.684
0,0,1,0
0.6597,0,0.156,0.844
0.6369,0.109,0.591,0.3
0,0,1,0
0,0,1,0
0.34,0,0.924,0.076
0,0,1,0
0.6124,0,0.898,0.102
-0.3612,0.185,0.815,0
0,0,1,0
0.4588,0,0,1
-0.8316,0.815,0.185,0
0,0,1,0
-0.2732,0.13,0.87,0
-0.5859,0.487,0.513,0
-0.6486,0.301,0.699,0
-0.6093,0.362,0.638,0
0.186,0.085,0.817,0.098
-0.7769,0.492,0.508,0
0,0,1,0
-0.296,0.239,0.761,0
0,0,1,0
0.6204,0,0.882,0.118
0,0,1,0
0,0,1,0
0,0,1,0
-0.1531,0.228,0.588,0.184
-0.6249,0.252,0.664,0.083
0,0,1,0
-0.3182,0.054,0.946,0
0.6124,0.055,0.844,0.101
0.5255,0,0,1
-0.2434,0.321,0.445,0.234
-0.3182,0.277,0.723,0
0.4588,0,0.625,0.375
-0.1779,0.229,0.588,0.183
0,0,1,0
0,0.283,0.29,0.428
0.3612,0,0.545,0.455
0.8614,0,0.636,0.364
0,0,1,0
0,0,1,0
-0.25,0.206,0.647,0.147
-0.4215,0.141,0.859,0
0.1531,0.129,0.706,0.165
-0.7184,0.462,0.538,0
0.4019,0,0.526,0.474
0,0,1,0
-0.3565,0.306,0.515,0.179
-0.0382,0.087,0.831,0.082
0.4404,0,0.58,0.42
-0.5574,0.783,0.217,0
0,0,1,0
0,0,1,0
0.743,0,0.64,0.36
0,0,1,0
0,0,1,0
0.738,0,0.898,0.102
0,0,1,0
0.4588,0,0.75,0.25
0,0,1,0
0.3612,0,0.839,0.161
-0.3612,0.185,0.815,0
0.2263,0,0.808,0.192
0,0,1,0
0.4404,0,0.58,0.42
0,0,1,0
0,0,1,0
0.1531,0,0.909,0.091
0,0,1,0
0,0,1,0
-0.5994,0.245,0.755,0
0,0,1,0
-0.7003,0.592,0.408,0
0.1139,0.081,0.857,0.062
0,0,1,0
0.7269,0.041,0.763,0.196
-0.296,0.306,0.694,0
-0.3182,0.121,0.879,0
0,0,1,0
-0.678,0.223,0.63,0.147
-0.5574,0.166,0.763,0.071
-0.8169,0.113,0.843,0.044
0.1901,0.162,0.641,0.197
0,0,1,0
0,0,1,0
0.6824,0.115,0.625,0.261
-0.6437,0.145,0.812,0.043
0.2817,0.132,0.703,0.164
0,0,1,0
0.9247,0.055,0.693,0.252
-0.908,0.403,0.526,0.07
0,0,1,0
0.1027,0,0.682,0.318
0,0,1,0
-0.5574,0.217,0.783,0
0.0258,0,0.732,0.268
0.296,0.113,0.731,0.156
0.3612,0,0.889,0.111
-0.0074,0.195,0.612,0.193
0.5514,0,0.529,0.471
-0.5859,0.487,0.513,0
0,0,1,0
0,0,1,0
0.5106,0,0.732,0.268
0,0,1,0
-0.5423,0.304,0.696,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.4019,0.124,0.876,0
0,0,1,0
-0.128,1,0,0
-0.4019,0.351,0.649,0
-0.128,0.17,0.692,0.138
0.0516,0.137,0.714,0.149
0.3612,0,0.615,0.385
0,0,1,0
0.4019,0,0.912,0.088
-0.5423,0.304,0.696,0
-0.7845,0.385,0.615,0
-0.3818,0.419,0.581,0
-0.1857,0.05,0.95,0
0.1779,0.036,0.892,0.072
0.5559,0,0.69,0.31
0.1027,0.079,0.821,0.1
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.8151,0,0.847,0.153
0.5719,0,0.719,0.281
0.4939,0,0.789,0.211
0.7096,0,0.742,0.258
0.9467,0.035,0.851,0.114
-0.4215,0.318,0.471,0.212
0.1708,0.13,0.756,0.114
-0.2732,0.097,0.836,0.067
-0.7339,0.356,0.644,0
0,0,1,0
0,0,1,0
0,0,1,0
0.229,0.151,0.553,0.297
0,0,1,0
0,0,1,0
-0.6908,0.186,0.814,0
0,0,1,0
-0.743,0.223,0.777,0
-0.5574,0.265,0.735,0
-0.296,0.145,0.855,0
0.4404,0,0.408,0.592
0,0,1,0
-0.4576,0.499,0.501,0
-0.296,0.155,0.845,0
0.3599,0.113,0.704,0.183
0,0,1,0
-0.0516,0.094,0.841,0.065
0,0,1,0
-0.4767,0.307,0.693,0
0,0,1,0
0.4215,0,0.417,0.583
0,0,1,0
-0.3182,0.315,0.685,0
0.5773,0,0.801,0.199
0,0,1,0
0.3291,0.073,0.812,0.115
0,0,1,0
-0.8035,0.122,0.878,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.6249,0.577,0.423,0
0.4144,0,0.884,0.116
-0.4939,0.14,0.747,0.113
0,0,1,0
0,0,1,0
0,0,1,0
-0.5859,1,0,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4019,0,0.856,0.144
0,0,1,0
-0.296,0.066,0.934,0
-0.0258,0.242,0.526,0.232
0.7351,0.122,0.426,0.452
0,0,1,0
-0.4588,0.195,0.725,0.08
0,0,1,0
-0.2023,0.064,0.894,0.042
0.7713,0,0.622,0.378
0.6597,0,0.722,0.278
-0.7237,0.343,0.526,0.131
0,0,1,0
0.3818,0,0.435,0.565
0.6908,0.021,0.914,0.065
0.5859,0,0.696,0.304
-0.296,0.167,0.833,0
-0.4728,0.202,0.798,0
0.34,0,0.769,0.231
0.3818,0,0.658,0.342
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.7096,0.23,0.609,0.162
-0.5391,0.39,0.61,0
0,0,1,0
-0.3506,0.269,0.612,0.119
-0.34,0.444,0.556,0
0,0,1,0
0,0,1,0
-0.296,1,0,0
-0.5106,0.191,0.809,0
0.4019,0,0,1
0,0,1,0
0.623,0.055,0.845,0.1
0.296,0,0.804,0.196
-0.4215,0.142,0.858,0
0,0,1,0
0,0,1,0
0.5984,0.128,0.64,0.232
-0.2144,0.128,0.742,0.13
-0.4767,0.135,0.816,0.049
0.34,0.119,0.733,0.148
0.2057,0,0.92,0.08
-0.1935,0.157,0.702,0.14
-0.2732,0.231,0.769,0
-0.7088,0.352,0.648,0
0,0,1,0
0.68,0,0.263,0.737
-0.4227,0.088,0.839,0.073
-0.4364,0.131,0.814,0.055
0,0,1,0
0.3612,0,0.857,0.143
0.2263,0.069,0.83,0.1
0,0,1,0
0,0,1,0
0.3182,0,0.859,0.141
-0.1779,0.258,0.53,0.212
-0.3736,0.46,0.54,0
0.25,0.262,0.417,0.321
0.25,0,0.919,0.081
0.0258,0.491,0,0.509
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.2057,0.087,0.913,0
0.6369,0,0.833,0.167
0,0,1,0
0.4588,0,0.864,0.136
0,0,1,0
-0.1531,0.144,0.753,0.103
0.6412,0.067,0.733,0.2
0,0,1,0
0,0,1,0
0.4971,0.077,0.73,0.193
0.0772,0,0.755,0.245
0.4926,0,0,1
-0.09,0.109,0.891,0
0,0,1,0
0.1531,0.157,0.643,0.2
-0.481,0.124,0.876,0
0,0,1,0
-0.1779,0.097,0.842,0.061
0,0,1,0
0.4939,0,0.238,0.762
0.3283,0.144,0.635,0.222
0.5379,0,0.366,0.634
0.8518,0,0.542,0.458
-0.296,0.167,0.833,0
0.4019,0,0.649,0.351
0.3818,0,0.833,0.167
0,0,1,0
0,0,1,0
0,0,1,0
-0.4914,0.273,0.539,0.188
0,0,1,0
0.0772,0.118,0.787,0.095
-0.34,0.375,0.625,0
-0.6705,0.297,0.703,0
0.4019,0,0,1
0,0,1,0
-0.3182,0.365,0.635,0
-0.6808,0.384,0.616,0
0,0,1,0
-0.4019,0.213,0.787,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3939,0,0.819,0.181
0,0,1,0
0,0,1,0
-0.357,0.142,0.858,0
0,0,1,0
0.34,0.098,0.727,0.175
-0.6486,0.163,0.837,0
0.34,0.174,0.593,0.233
0.1752,0.046,0.884,0.07
0,0,1,0
-0.4019,0.184,0.816,0
-0.4767,0.608,0.392,0
0,0,1,0
0,0,1,0
-0.2732,0.174,0.826,0
0.1374,0.183,0.599,0.218
-0.6486,0.118,0.882,0
0.079,0.165,0.647,0.187
0,0,1,0
-0.1689,0.194,0.655,0.151
-0.296,0.107,0.823,0.07
0.25,0,0.75,0.25
0.296,0,0.872,0.128
0,0,1,0
-0.2732,0.255,0.559,0.186
-0.5423,0.203,0.749,0.048
0.8074,0,0.601,0.399
0,0,1,0
0,0,1,0
-0.6239,1,0,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.552,0.106,0.85,0.044
0.7269,0,0.823,0.177
0.4329,0,0.848,0.152
-0.4404,0.162,0.838,0
0.836,0.045,0.718,0.237
0,0,1,0
-0.3612,0.085,0.915,0
0.4404,0,0.861,0.139
0.3612,0,0.857,0.143
0,0,1,0
0.6908,0,0.787,0.213
0,0,1,0
0.4404,0,0.873,0.127
0,0,1,0
0.5848,0,0.866,0.134
0,0,1,0
0.4208,0.054,0.855,0.091
0.5859,0.104,0.7,0.196
0.1779,0.169,0.628,0.203
0.4404,0,0.633,0.367
0.7906,0,0.708,0.292
0,0,1,0
0.6249,0,0.328,0.672
0.3252,0,0.911,0.089
0.5848,0.087,0.695,0.219
-0.7073,0.329,0.671,0
0,0,1,0
0.2732,0,0.792,0.208
0.4019,0,0,1
0,0,1,0
0,0,1,0
-0.8481,0.353,0.647,0
-0.6705,0.407,0.593,0
0.2263,0.271,0.235,0.494
-0.4682,0.253,0.747,0
0,0,1,0
-0.3182,0.535,0.465,0
-0.4588,0.25,0.75,0
0.743,0.054,0.678,0.268
0,0,1,0
0.3612,0,0.857,0.143
-0.4939,0.259,0.741,0
0.2023,0,0.94,0.06
-0.5574,0.175,0.825,0
0.9477,0,0.68,0.32
0,0,1,0
0.7096,0,0.629,0.371
0.6705,0,0.56,0.44
0,0,1,0
-0.4497,0.318,0.538,0.143
-0.0247,0.047,0.908,0.045
-0.2732,0.344,0.656,0
0.7506,0,0.686,0.314
0,0,1,0
0,0,1,0
-0.7351,0.383,0.617,0
0,0,1,0
0.25,0.158,0.616,0.226
0,0,1,0
0,0,1,0
-0.2263,0.241,0.759,0
-0.34,0.231,0.769,0
-0.4215,0.157,0.843,0
0.5672,0,0.884,0.116
0,0,1,0
0,0,1,0
-0.0772,0.163,0.69,0.148
-0.4404,0.661,0.339,0
0.1531,0.113,0.755,0.132
0.3919,0.082,0.762,0.157
0,0,1,0
0,0,1,0
0.7506,0,0.575,0.425
0,0,1,0
-0.6124,0.208,0.792,0
-0.2014,0.107,0.893,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.5725,0.174,0.513,0.313
0.3182,0,0.685,0.315
0,0,1,0
0.6124,0,0.783,0.217
0,0,1,0
0,0,1,0
0,0,1,0
0.6808,0,0.728,0.272
0,0,1,0
-0.509,0.124,0.827,0.048
-0.0772,0.128,0.764,0.108
0,0,1,0
0,0,1,0
0.4159,0,0.65,0.35
-0.5423,0.141,0.769,0.089
0.3612,0,0.938,0.062
-0.5186,0.075,0.925,0
-0.8052,0.202,0.77,0.028
-0.8834,0.192,0.808,0
0.4939,0.112,0.612,0.276
0,0,1,0
0,0,1,0
0,0,1,0
-0.4215,0.23,0.656,0.115
0.1796,0,0.701,0.299
0.4404,0,0.408,0.592
0,0,1,0
0,0,1,0
-0.1779,0.368,0.345,0.287
0.128,0.132,0.717,0.151
0.8089,0,0.569,0.431
-0.7845,0.158,0.734,0.108
-0.9705,0.324,0.628,0.047
0.2023,0,0.878,0.122
-0.1027,0.149,0.851,0
0.4215,0,0,1
0,0,1,0
-0.6124,0.5,0.278,0.222
0.3182,0,0.909,0.091
0,0,1,0
0,0,1,0
-0.2617,0.045,0.955,0
0.0258,0,0.954,0.046
0.5859,0.094,0.78,0.126
0,0,1,0
-0.2263,0.147,0.765,0.089
0,0,1,0
0,0,1,0
0,0,1,0
0.0258,0.098,0.764,0.138
0.5204,0,0.826,0.174
0,0,1,0
0,0,1,0
0,0,1,0
0.5106,0,0.864,0.136
0,0,1,0
-0.4767,0.508,0.492,0
-0.6656,0.132,0.794,0.073
0.4215,0,0.823,0.177
0.25,0.139,0.663,0.199
0.0516,0.215,0.514,0.271
-0.3182,0.173,0.827,0
0,0,1,0
-0.4019,0.184,0.816,0
0,0,1,0
0.7712,0,0.13,0.87
0,0,1,0
-0.6808,0.261,0.739,0
0.6249,0,0.889,0.111
0,0,1,0
-0.1226,0.076,0.861,0.063
-0.0941,0.088,0.844,0.069
-0.2732,0.324,0.45,0.225
0,0,1,0
0.5994,0,0.506,0.494
0.4019,0,0.915,0.085
-0.6249,0.506,0.494,0
0.3561,0.23,0.604,0.166
-0.3182,0.173,0.827,0
-0.2732,0.298,0.496,0.207
0.7717,0,0.722,0.278
0.6908,0,0.513,0.487
0.25,0,0.8,0.2
0,0,1,0
0.2263,0,0.678,0.322
0.5719,0,0.709,0.291
0,0,1,0
0,0,1,0
-0.0772,0.108,0.765,0.127
-0.34,0.181,0.694,0.125
-0.296,0.524,0.476,0
0.5766,0.112,0.399,0.489
0,0,1,0
0,0,1,0
0,0,1,0
0.0018,0.09,0.819,0.091
-0.296,0.155,0.845,0
0.296,0.1,0.714,0.186
0,0,1,0
0,0,1,0
0.2023,0.138,0.654,0.208
0,0,1,0
0.7096,0.12,0.437,0.443
0.1477,0,0.655,0.345
0.4404,0,0.756,0.244
0.9584,0.042,0.713,0.245
0.7391,0.048,0.717,0.235
0,0,1,0
0,0,1,0
-0.2732,0.239,0.622,0.139
0,0,1,0
0,0,1,0
0,0,1,0
-0.4767,0.237,0.763,0
-0.128,0.146,0.688,0.166
0.3612,0,0.857,0.143
0.7256,0,0.664,0.336
-0.4782,0.107,0.893,0
0.6486,0,0.798,0.202
0.7528,0,0.574,0.426
-0.296,0.524,0.476,0
-0.4215,0.359,0.641,0
-0.7906,0.352,0.468,0.18
0.0258,0.033,0.932,0.035
-0.2732,0.208,0.792,0
-0.4404,0.225,0.775,0
0.6705,0,0.686,0.314
-0.3291,0.24,0.507,0.253
0,0,1,0
0,0,1,0
0.8689,0,0.634,0.366
-0.1265,0.189,0.653,0.157
-0.4215,0.104,0.896,0
0.3612,0,0.8,0.2
-0.1548,0.37,0.326,0.304
-0.4389,0.243,0.571,0.186
0.8658,0,0.549,0.451
-0.0008,0.098,0.804,0.098
-0.7184,0.176,0.723,0.101
0.4576,0,0.7,0.3
0,0,1,0
0.6369,0,0.192,0.808
-0.4767,0.508,0.492,0
0.3612,0.136,0.553,0.312
0.3612,0,0.286,0.714
0.0516,0,0.938,0.063
-0.4588,0.2,0.8,0
-0.8012,0.163,0.837,0
0.2144,0,0.922,0.078
0,0,1,0
0.0258,0,0.932,0.068
0.4019,0,0.27,0.73
0,0,1,0
0.8176,0,0.809,0.191
0,0.5,0,0.5
0,0,1,0
0,0,1,0
0.3612,0,0.615,0.385
-0.1531,0.113,0.802,0.085
0.4404,0,0.861,0.139
0,0,1,0
-0.7783,0.43,0.57,0
0,0,1,0
0,0,1,0
0,0,1,0
0.5267,0,0.577,0.423
0.4215,0,0,1
0.9503,0.067,0.637,0.297
-0.9829,0.231,0.742,0.026
-0.6428,0.122,0.849,0.03
0,0,1,0
0.802,0,0.217,0.783
0.255,0.038,0.895,0.067
-0.0516,0.238,0.538,0.223
0,0,1,0
-0.1027,0.085,0.915,0
0.4588,0.113,0.634,0.254
0.7003,0,0.726,0.274
0.5267,0,0.833,0.167
0.3612,0,0.737,0.263
0.538,0.059,0.805,0.136
-0.765,0.408,0.458,0.133
-0.128,0.104,0.785,0.111
0.6486,0.086,0.633,0.281
-0.4019,0.22,0.696,0.084
0.1406,0.174,0.545,0.281
-0.7096,0.596,0.404,0
-0.5179,0.269,0.605,0.127
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.8441,0,0.835,0.165
0.5994,0,0.71,0.29
0.8625,0,0.793,0.207
0.9093,0.09,0.556,0.354
-0.25,0.189,0.67,0.141
0.6025,0.047,0.824,0.128
0.9124,0,0.68,0.32
0.4404,0,0.818,0.182
0,0,1,0
0.2924,0,0.873,0.127
0.4015,0,0.769,0.231
0.3612,0,0.762,0.238
0,0,1,0
0.6705,0,0.522,0.478
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3182,0,0,1
0.6597,0,0.822,0.178
-0.6696,0.36,0.64,0
0.5562,0,0.807,0.193
-0.296,0.306,0.694,0
0.5281,0.136,0.646,0.218
0.5859,0,0.345,0.655
-0.3612,0.714,0.286,0
0.7065,0,0.649,0.351
-0.5423,0.368,0.632,0
0,0,1,0
0,0,1,0
-0.7003,0.367,0.633,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.0531,0.429,0.178,0.392
-0.25,0.165,0.726,0.109
0,0,1,0
0,0,1,0
0.4215,0,0.912,0.088
0,0,1,0
0.6514,0,0.536,0.464
0.4215,0,0.641,0.359
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.5106,0.383,0.448,0.169
0,0,1,0
0,0,1,0
0,0,1,0
-0.5423,0.189,0.811,0
0.504,0,0.811,0.189
0,0,1,0
0.2732,0.138,0.689,0.174
-0.2023,0.042,0.929,0.029
-0.4316,0.097,0.827,0.077
-0.7717,0.174,0.784,0.043
-0.296,0.187,0.714,0.099
0.5574,0,0,1
0,0,1,0
0,0,1,0
-0.7003,0.345,0.655,0
0.7676,0.045,0.774,0.181
0.4019,0,0.526,0.474
0.7007,0,0.891,0.109
0.2263,0,0.612,0.388
0,0,1,0
0,0,1,0
-0.4767,0.061,0.939,0
0.9169,0,0.652,0.348
0.5106,0.09,0.785,0.125
0.25,0,0.667,0.333
0.5106,0.097,0.661,0.242
0.7845,0,0.615,0.385
0.3612,0,0.783,0.217
0.8126,0,0.288,0.712
0.7906,0,0.364,0.636
0.4404,0,0.508,0.492
0.6249,0.057,0.753,0.19
0.5423,0,0.69,0.31
0.1372,0.066,0.854,0.08
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.3818,0.722,0.278,0
0.5267,0,0.779,0.221
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.7096,0.243,0.691,0.066
0,0,1,0
-0.6808,0.479,0.521,0
-0.1531,0.444,0.556,0
-0.5574,0.375,0.625,0
-0.4588,0.5,0.5,0
-0.6808,0.268,0.732,0
0,0,1,0
0.584,0.064,0.766,0.17
-0.4886,0.176,0.695,0.129
-0.6249,0.255,0.745,0
-0.296,0.18,0.82,0
0.7125,0,0.669,0.331
0.8173,0.107,0.564,0.329
0.9173,0,0.63,0.37
-0.3412,0.156,0.844,0
0.4215,0,0,1
-0.4724,0.506,0.494,0
-0.3182,0.365,0.635,0
-0.4019,0.403,0.597,0
0,0,1,0
-0.2962,0.152,0.741,0.107
0.6249,0,0.328,0.672
-0.9186,0.151,0.817,0.033
-0.4019,0.381,0.619,0
0,0,1,0
0.5859,0.091,0.676,0.232
0,0,1,0
-0.3182,0.087,0.913,0
0.6705,0,0.845,0.155
-0.046,0.149,0.719,0.132
0,0,1,0
0.7506,0,0.549,0.451
0,0,1,0
0,0,1,0
0.4019,0,0.426,0.574
-0.5574,0.419,0.581,0
0,0,1,0
0,0,1,0
-0.5423,0.636,0.364,0
0.296,0,0.313,0.688
0.2577,0,0.947,0.053
0.5267,0.099,0.563,0.338
-0.743,0.211,0.733,0.056
-0.4416,0.105,0.847,0.048
0.1825,0.162,0.683,0.154
0.3384,0,0.854,0.146
0.4927,0,0.79,0.21
0,0,1,0
0.4404,0,0.58,0.42
-0.431,0.14,0.748,0.112
0.5994,0.111,0.617,0.272
0,0,1,0
0,0,1,0
-0.34,0.13,0.87,0
0,0,1,0
0,0,1,0
0.4215,0,0.811,0.189
-0.4019,0.137,0.863,0
0,0,1,0
0.7506,0,0.72,0.28
0,0,1,0
0.4019,0,0.722,0.278
0.4215,0,0.823,0.177
0,0,1,0
-0.3182,0.065,0.935,0
-0.0516,0.35,0.333,0.317
0,0,1,0
0,0,1,0
-0.3254,0.285,0.533,0.182
0,0,1,0
-0.4278,0.288,0.712,0
0.4199,0,0.642,0.358
0,0,1,0
-0.5434,0.194,0.697,0.109
0,0,1,0
0.6242,0.11,0.723,0.166
-0.2819,0.097,0.842,0.061
0.6705,0,0.645,0.355
0,0,1,0
0.4588,0.059,0.798,0.143
0,0,1,0
0,0,1,0
0,0,1,0
0.3182,0,0.953,0.047
0,0,1,0
-0.1531,0.131,0.774,0.095
0,0,1,0
0.6249,0,0.638,0.362
0.0772,0,0.894,0.106
0.8555,0.048,0.792,0.16
0,0,1,0
-0.0258,0.189,0.63,0.181
-0.0516,0.202,0.614,0.184
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3412,0,0.862,0.138
0.2537,0.089,0.792,0.12
-0.3182,0.247,0.753,0
0,0,1,0
0,0,1,0
-0.5267,0.078,0.922,0
0,0,1,0
0.8593,0,0.812,0.188
0,0,1,0
-0.4843,0.071,0.87,0.06
0,0,1,0
0.3875,0,0.734,0.266
-0.0772,0.115,0.778,0.106
-0.7125,0.192,0.808,0
-0.6705,0.22,0.78,0
-0.8364,0.143,0.82,0.036
-0.3818,0.264,0.591,0.145
-0.0258,0.051,0.901,0.048
0,0,1,0
